name,shape_area,FIPS_ID,TotalPop,Female,Male,AgeU5,Age517,Age1824,Age2534,Age3544,Age4554,Age5559,Age6061,Age6264,Age6574,Age75P,BornInState,BornInOtherState,NativeBornOutOfUS,ForeignBorn,White,Black,Asian,Hispanic,TwoOrMore,MedHouseIncome,GINI,PubAssistYes,LaborUnemp,MaleHead,FemaleHead,Nonfamily,GrandHead,SexRatio,Age6064,AgeOld,NoSchool,LessThanHS,HSGrad,SomeColl,Bach,Master,Prof,Doc,AtLeastBachelor,BelowPoverty,BelowPovertyOccupied,BelowPovertyMarried,EthHet,PubAssist,UnempRate,MedHouseIncome.s,BelowPoverty.s,UnempRate.s,AtLeastBachelor.s,White.s,Black.s,n_call,p_call,p_call.s,p_call_employment,p_call_income,p_call_childcare,p_call_housing,p_call_homeless,p_call_substance,p_call_utilities,p_call_health,p_call_mental,p_call_no_childcare,p_call_no_housing,p_called_before,income,poverty100,poverty200,child_poverty100,umemployed,ageu18,ageu20,age65p,afdc_medicaid,multi_assist_medicaid,fertility,fertility_white,fertility_black,fertility_hispanic,fertility_asian,infantmortality,infantmortality_white,infantmortality_black,infantmoratlity_hispanic,infantmortality_asian,lowbirthweight,teenagemoms,moms_no_care,moms_adeq_care,moms_pub_care,child_lead_poison,hiv,hiv_aids,hiv_death,tuberculosis,pertussis,hepb,syphilis,gonorrhea,chlamydia,motor_death,suicide,homicide,chronic_death,cancer_death,lung_cancer_death,breast_cancer_death,cardiovascular_death,substance_abuse,injection_drug,alcohol_other_drug,asthma,angina,pneumonia,PopDen,PopDen.s
Groton,87485303.7702,2527480,11120,0.5033273381294964,0.4966726618705036,0.04829136690647482,0.2068345323741007,0.07284172661870504,0.050359712230215826,0.13030575539568345,0.20359712230215826,0.09694244604316547,0.026798561151079137,0.033633093525179854,0.07589928057553957,0.054496402877697844,0.606294964028777,0.308273381294964,0.005575539568345324,0.07985611510791367,0.9178057553956834,0.009442446043165468,0.04019784172661871,0.015017985611510791,0.016816546762589927,116642,0.4123,32,356,0,0.09268537074148296,0.1933867735470942,0.004662643993417444,1.013398515299656,5.434501319807463e-6,0.19082733812949643,0.0018734109460725277,0.011240465676435166,0.13823096480663724,0.18399571791783756,0.3693295865114412,0.23109862170480397,0.031714171015656364,0.03439047236718855,0.66653285159909,0.019254658385093167,1,0.7096774193548387,0.9999155702029204,0.008016032064128256,0.06018596787827557,1.3685013693381716,-0.7646999355418101,-0.2625897623526265,1.5616768214936076,0.31646464733860835,-0.3255851068735814,18,1.618705035971223,-0.33366537000885543,0,0,0.2697841726618705,0.08992805755395683,0,0,0,0,0.17985611510791366,1.2589928057553956,1.4388489208633093,0.16666666666666666,33877,0.04,0.088,0.041,0.063,0.326,0.307,0.097,0.014,0.003,42.4,43.9,NA,NA,0,0,0,0,0,0,0.137,NA,0.085,0.915,0.068,0,NA,67.3,0,0,NA,0,NA,NA,NA,0,18.8,9.4,638,209.8,81.1,11.3,165.1,557.9,153.9,202,NA,NA,341.5,32.92057809898826,-0.39680778769683134
Groveland,24337108.4224,2527620,6646,0.47788143244056575,0.5221185675594342,0.02858862473668372,0.17724947336743907,0.08170328016852242,0.10201625037616611,0.09554619319891665,0.17153174842010233,0.08531447487210352,0.02377369846524225,0.044237135118868495,0.11931989166415889,0.07071922961179657,0.829671983147758,0.13587120072223893,0.0024074631357207344,0.03204935299428228,0.9504965392717424,0.00767378874510984,0.01534757749021968,0.026482094492928078,0,95208,0.4069,28,160,0,0.03689727463312369,0.23354297693920337,0.015109251510925152,0.9152737752161384,1.0233348417711518e-5,0.2580499548600662,0.005702217529039071,0.038648363252375924,0.27222808870116155,0.34931362196409715,0.2211193241816262,0.09313621964097149,0.01668426610348469,0.008870116156283,0.3398099260823654,0.023522975929978117,0.627906976744186,0.627906976744186,0.9999095560592335,0.011740041928721174,0.04368004368004368,0.5621088669923168,-0.6612773305868437,-0.950566721246307,-0.46248237783253066,0.5865247162081545,-0.36941474445363187,5,0.7523322299127294,-0.6269382016074736,0,0,0,0,0,0,0.15046644598254588,0,0,0.6018657839301835,0.6018657839301835,NA,25430,0.045,0.126,0.071,0.069,0.296,0.268,0.151,0.016,0.012,44.9,44.7,0,NA,0,0,0,0,0,0,NA,NA,NA,0.897,NA,0,NA,NA,0,0,0,0,0,0,136.5,15.5,0,0,598.2,212,77.7,42.7,146.2,940.6,242.7,151.7,NA,NA,366.4,70.72763395774479,-0.24063185420272326
Monroe,27974367.6455,2542040,104,0.5961538461538461,0.40384615384615385,0.0673076923076923,0.10576923076923077,0.038461538461538464,0.21153846153846154,0.08653846153846154,0.08653846153846154,0.1346153846153846,0,0.10576923076923077,0.028846153846153848,0.1346153846153846,0.46153846153846156,0.4230769230769231,0.019230769230769232,0.09615384615384616,0.9903846153846154,0,0,0,0.009615384615384616,33750,0.3979,1,4,0,0.16,0.38,0,1.476190476190476,0.0010170118343195266,0.2692307692307692,0.012195121951219513,0.036585365853658534,0.5365853658536586,0.24390243902439024,0.15853658536585366,0.024390243902439025,0,0,0.18292682926829268,0,NA,NA,0.999901913831361,0.02,0.07272727272727272,-1.750071333118327,-1.231246041065456,0.26013945092559,-1.4344263059567999,0.9160419472099226,-0.5595812509519733,NA,0,-0.8816075562161318,0,0,0,0,0,0,0,0,0,0,0,NA,12400,0.218,0.436,0.308,0.185,0.247,0.231,0.174,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807.6,807.6,0,0,0,0,0,0,0,0,0,0.9628770400430026,-0.5288208122987046
Monson,115891938.636,2542145,8713,0.5146333065534259,0.48536669344657407,0.027200734534603466,0.17422242625961207,0.06771490875702972,0.07724090439573052,0.12108343854011247,0.20096407666704924,0.0796510960633536,0.04762997819350396,0.04820383335246184,0.10157236313554459,0.05451624010099851,0.7587512911741077,0.21806496040399403,0.008952140479742913,0.014231607942155399,0.9617812464134052,0.003098817858372547,0.0037874440491220017,0.01262481349707334,0.018707678182026857,67807,0.3886,74,448,0,0.10083070753365798,0.3451733027785735,0.008440913604766634,1.06029794277607,1.0998945431649925e-5,0.2519224147825089,0.002512562814070352,0.0835427135678392,0.3530150753768844,0.28407663316582915,0.16865577889447236,0.0888819095477387,0.008165829145728644,0.013662060301507538,0.2793655778894472,0.04243219597550306,0.5567010309278351,0.28865979381443296,0.9999074793500727,0.02119736465196219,0.08808493904836807,-0.4687748204565385,-0.2031012988812242,0.9002563231709427,-0.8369555901070228,0.6797482008270718,-0.4827884975970014,26,2.984046826580971,0.12851170922533986,0.1147710317915758,0,0.34431309537472743,0,0,0,0.9181682543326064,0,0,2.524962699414668,2.869275794789395,0.3076923076923077,22519,0.056,0.204,0.077,0.089,0.252,0.25,0.128,0.033,0.01,43.1,40.8,0,NA,NA,0,0,0,0,0,NA,NA,0.258,0.754,0.403,0,NA,NA,0,0,NA,NA,0,0,57.2,11.7,23.4,0,831.7,208.8,80.2,0,224.7,800.6,274.5,686.2,91.8,NA,265,19.47207600823142,-0.45236176619142904
Montgomery,38962273.1691,2542530,846,0.5011820330969267,0.4988179669030733,0.03900709219858156,0.12411347517730496,0.08747044917257683,0.07328605200945626,0.13002364066193853,0.18557919621749408,0.11229314420803782,0.03664302600472813,0.04728132387706856,0.10874704491725769,0.05555555555555555,0.7978723404255319,0.15484633569739953,0.0035460992907801418,0.04373522458628842,0.9739952718676123,0,0.004728132387706856,0.0070921985815602835,0.014184397163120567,76250,0.3644,3,41,0,0.06382978723404255,0.24620060790273557,0.006779661016949152,1.004739336492891,9.920135919834124e-5,0.24822695035460993,0.0015772870662460567,0.033123028391167195,0.277602523659306,0.34858044164037855,0.19400630914826497,0.11356466876971609,0.02365930599369085,0.00946372239747634,0.34069400630914826,0.016129032258064516,1,1,0.9999051260555863,0.00911854103343465,0.08167330677290836,-0.1511312682821403,-0.8404347872189056,0.6330155906048831,-0.4570052013498742,0.7806488267601565,-0.5595812509519733,NA,0,-0.8816075562161318,0,0,0,0,0,0,0,0,0,0,0,NA,25942,0.029,0.1,0.013,0.085,0.229,0.205,0.134,0.077,0.009,37.6,38.8,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,573.2,201.7,0,0,371.5,NA,NA,NA,NA,0,0,5.6237220278137325,-0.5095674798108263
Nahant,2962618.77772,2543580,3454,0.5694846554719166,0.4305153445280834,0.02374059061957151,0.13636363636363635,0.059640995946728434,0.08946149392009264,0.11320208453966416,0.14418066010422698,0.09467284308048639,0.03647944412275622,0.07701215981470759,0.10596409959467284,0.11928199189345687,0.7547770700636943,0.16502605674580198,0.0280833815865663,0.05211349160393746,0.9313839027214823,0.012159814707585408,0.006658946149392009,0.049797336421540245,0,65284,0.4956,10,90,0,0.13361805979255645,0.45454545454545453,0,1.3227975790181574,3.28580208272912e-5,0.3387376954255935,0.011131725417439703,0.02857142857142857,0.23858998144712432,0.24118738404452691,0.2571428571428571,0.14025974025974025,0.06493506493506493,0.029313543599257884,0.49165120593692013,0.020134228187919462,0.6111111111111112,0,0.999912985204838,0.006101281269066504,0.045871559633027525,-0.5636954271290491,-0.7433876973375475,-0.8592230035245016,0.47822578633735285,0.42863434678137846,-0.25824516268889075,5,1.447596988998263,-0.3915865571631084,0,0,0.8685581933989577,0,0,0,0.2895193977996526,0,0,0.5790387955993052,1.447596988998263,NA,41807,0.026,0.095,0.027,0.07,0.186,0.177,0.214,0.019,0.001,54,55.3,0,0,NA,0,0,0,0,0,0.32,NA,NA,0.826,NA,0,NA,NA,0,0,0,0,0,0,222.8,29.3,29.3,0,462.7,127.4,52.4,0,125.7,1169.4,612.6,250.6,NA,0,286.7,301.95646465806243,0.7145437780994986
Lee,69966480.9322,2534655,5878,0.5421912215039129,0.4578087784960871,0.033684926845865944,0.13320857434501532,0.10190541000340252,0.13235794487921063,0.07366451173868663,0.14171486900306227,0.11381422252466826,0.015821708063967335,0.04967676080299421,0.10785981626403539,0.09629125552909153,0.6811840762164001,0.257060224566179,0.008166042871725076,0.05358965634569581,0.9504933650901667,0.009867301803334467,0.010207553589656346,0.029431779516842463,0,58790,0.4361,16,188,0.033347056401811445,0.09757101687937422,0.38246191848497324,0.00510204081632653,1.1843180973615757,1.1142985516665795e-5,0.26964954066008845,0.014890646812470917,0.1021405304792927,0.2536063285248953,0.27943229409027454,0.22894369474174034,0.08562121917170777,0.03466728711028385,0.015588645881805491,0.3648208469055374,0.05533333333333333,0.6626506024096386,0.1927710843373494,0.9999095494575478,0.006587072869493619,0.05758039816232772,-0.8080134690360185,0.10949710046410953,-0.37119149272742696,-0.3075312510091703,0.5864984941481945,-0.3150566263067269,15,2.5518883974140865,-0.017776730733411766,0,0,0.1701258931609391,0.1701258931609391,0,0,0.3402517863218782,0,0,2.2116366110922083,2.2116366110922083,0.13333333333333333,19799,0.067,0.206,0.061,0.074,0.221,0.206,0.194,0.041,0.007,51.7,53.6,0,NA,0,0,0,0,0,0,NA,NA,0.135,0.784,0.462,0.063,NA,NA,0,0,0,0,0,NA,136,16.8,0,0,631.6,133.4,48.2,18.8,233.6,1207.1,306,697,NA,NA,304.2,21.75891925916106,-0.44291512002033034
Hanover,40595582.2784,2528285,14226,0.5056235062561507,0.4943764937438493,0.06966118374806692,0.19893153381133136,0.07387881344017995,0.0710670603121046,0.15014761703922397,0.15935610853367074,0.07430057640939125,0.03374103753690426,0.030718402924223252,0.08568817657809644,0.052509489666807255,0.8308027555180655,0.11570364122030086,0.016448755799240825,0.0370448474623928,0.9595107549557149,0.004358217348516801,0.015042879235203149,0.0075214396176015745,0.012442007591733445,101823,0.4305,164,578,0,0.09481694775812423,0.22912381735911147,0.003982741453700631,1.0227498933598749,4.531100833764059e-6,0.2026571067060312,0.008659397049390635,0.04051742570023519,0.20087663031858027,0.26181312807355145,0.33867864015394483,0.11150310027795596,0.041265768655120806,0.005345306820611503,0.49679281590763313,0.022678762006403414,0,0,0.9999079037256796,0.0337309749074455,0.07488986784140969,0.8109791853191727,-0.6817328853100343,0.3502777304956402,0.5100798018004734,0.6609915664876727,-0.45157893354962714,14,0.9841135948263743,-0.5484787015808443,0,0.07029382820188387,0.07029382820188387,0,0.07029382820188387,0,0.07029382820188387,0,0,0.9138197666244904,0.9841135948263743,0.21428571428571427,30268,0.023,0.07,0.016,0.074,0.298,0.3,0.133,0.015,0.004,52.2,52.3,0,0,NA,NA,NA,0,0,0,0.083,0,NA,0.95,0.124,0,NA,42.6,0,0,0,0,0,NA,156.3,0,14.4,7.2,614.2,192.4,36,25.9,132.3,1051.3,539.9,269.9,79,0,319.8,90.7615280926287,-0.15787449457846242
Mattapoisett,45204005.3322,2539450,6176,0.5148963730569949,0.4851036269430052,0.031088082901554404,0.18393782383419688,0.07755829015544041,0.0822538860103627,0.09504533678756477,0.17794689119170984,0.06460492227979274,0.042260362694300516,0.044203367875647666,0.13455310880829016,0.0665479274611399,0.6826424870466321,0.2618199481865285,0.015058290155440414,0.04047927461139896,0.9625971502590673,0.007772020725388601,0.009715025906735751,0.0048575129533678756,0.007610103626943005,86659,0.4182,26,243,0,0.09743366681165724,0.26272292301000433,0.008737864077669903,1.061415220293725,1.3999956374667776e-5,0.28756476683937826,0.008926527809567406,0.04531929503318837,0.23346303501945526,0.24193179217212177,0.26092927443350883,0.1833371480888075,0.027237354085603113,0.007782101167315175,0.47928587777523457,0.03126843657817109,0.2830188679245283,0.2830188679245283,0.9999073228344847,0.011309264897781644,0.07308270676691729,0.2404773701856213,-0.4736025129594002,0.2749541578602165,0.4016183896829018,0.6864884200150186,-0.3669804276987003,5,0.8095854922279793,-0.6075575998156878,0,0,0.16191709844559585,0.16191709844559585,0,0,0.16191709844559585,0,0.16191709844559585,0.6476683937823834,0.6476683937823834,NA,28050,0.036,0.124,0.025,0.076,0.239,0.225,0.202,0.028,0.006,40.9,41.1,0,0,NA,0,0,0,0,0,NA,NA,0.167,0.861,0.2,0,NA,154.4,0,0,0,0,0,0,108.1,16.5,16.5,0,717.8,216,19.9,17.8,206.2,849.1,262.5,108.1,111.8,0,155.4,35.38572839492387,-0.38662457877124523
Medfield,37934678.5027,2539765,12368,0.4903783958602846,0.5096216041397154,0.03282664941785252,0.2676261319534282,0.0646830530401035,0.05376778783958603,0.1173188874514877,0.19445342820181113,0.10632276843467012,0.027571151358344113,0.018434670116429495,0.06266170763260026,0.054333764553686936,0.6654269081500647,0.2757923673997413,0.01026843467011643,0.04851228978007762,0.9121119016817594,2.425614489003881e-4,0.037273609314359635,0.036384217335058214,0.01164294954721863,138036,0.4709,24,290,0,0.05427872860635697,0.16234718826405867,0.0011914217633042098,0.9622402030778995,3.7197462382578923e-6,0.1630012936610608,2.5471217524197657e-4,0.019230769230769232,0.12315333672949567,0.16327050433010698,0.3620733571064697,0.23013245033112584,0.07883341823739175,0.023306164034640857,0.6943453897096281,0.03210741389375365,1,0.6181818181818182,0.9999165338686752,0.0058679706601467,0.046163642152180835,2.1733889869171215,-0.453273842806999,-0.8470488264920744,1.7339849164459855,0.26942745997885303,-0.5535702614810998,26,2.1021992238033635,-0.16999944174398252,0,0,0.32341526520051744,0,0,0,0.08085381630012936,0,0,1.6979301423027167,2.021345407503234,0.42307692307692313,42891,0.014,0.057,0.011,0.066,0.336,0.333,0.114,0.005,0.002,56.1,55.6,0,NA,90.9,NA,NA,0,0,0,0.106,NA,0.077,0.913,NA,0,NA,48.7,0,0,NA,0,0,0,81.1,8.3,0,0,532.7,155.4,16,15.3,96.3,348.8,NA,162.2,56.4,0,182.1,84.44245259227573,-0.18397775738671407
Medford,21956914.7478,2539835,57136,0.5290709885186222,0.4709290114813778,0.056619294315317835,0.09774922990758891,0.12359983197983758,0.19955894707364885,0.13030313637636518,0.13128325399047885,0.06391767012041445,0.02088000560067208,0.031766311957434894,0.0707784934192103,0.07354382525903108,0.5649152898347801,0.1951309157098852,0.011883926071128535,0.2280698683842061,0.7443643237188463,0.08906818818258191,0.07520652478297396,0.059419630355642676,0.02590310837300476,76445,0.4305,347,1981,0,0.08400741108952053,0.4171901125220299,0.004432148604014341,1.1234622960567882,9.214211278022083e-7,0.19696863623634836,0.010932273234110631,0.08544625975662966,0.24833955495224705,0.21837882387162458,0.23684976002327046,0.14905221311872788,0.030881853880835797,0.031051534396664564,0.44783536141949876,0.06489881367759945,0.27001194743130225,0.37037037037037035,0.9999428801897587,0.015680780875773872,0.057869829399392385,-0.14379495504348017,0.3412715372173143,-0.3591278227448691,0.20677178715466546,-1.1163429953616404,1.6476447686087228,169,2.9578549425931113,0.11964558608723261,0.03500420050406049,0.05250630075609073,0.29753570428451415,0.08751050126015122,0,0.017502100252030243,0.24502940352842342,0.017502100252030243,0.07000840100812097,2.6078129375525063,2.8178381405768693,0.34911242603550297,24707,0.064,0.187,0.061,0.077,0.179,0.198,0.152,0.042,0.005,56.2,51.8,73.1,44.9,65,4.1,3.9,NA,0,0,0.077,0.019,0.153,0.86,0.233,0,NA,276.9,3.6,NA,9.3,11.2,16.7,16.7,215.6,1.8,3.6,1.8,648.6,178.3,62.4,26.3,164.4,1436.8,908.9,377.3,121.1,25,324.9,673.9633605018114,2.2512549264548047
Reading,25827651.7991,2556130,25357,0.5054225657609339,0.49457743423906614,0.05876089442757424,0.19008557794691802,0.0663722049138305,0.10569073628583824,0.13515005718342074,0.16318965177268605,0.06763418385455693,0.030524115628820445,0.040462199787041055,0.07019757857790748,0.07193279962140632,0.7519817013053595,0.15419805182001026,0.005166226288598809,0.08865402058603147,0.8960444847576606,0.011752178885514847,0.05083408920613637,0.026895926174231966,0.014473320976456205,107654,0.4236,59,629,0,0.0693717277486911,0.2822862129144852,0.0023012812538872993,1.021928075911012,2.7994760979556535e-6,0.21311669361517532,0.002533978346003225,0.03248099516240498,0.17236811794517393,0.20755586270444598,0.3338516470859249,0.19488597097442986,0.031905090992858785,0.026952315134761574,0.5875950241879752,0.022492401215805473,0.4594594594594595,0.7567567567567568,0.9999193658672156,0.00643542757417103,0.04492215397800314,1.0303537622146974,-0.6862484627530021,-0.898794808620402,1.0726302408891863,0.13669378991670436,-0.2683469107017139,42,1.656347359703435,-0.3209231985190541,0.03943684189770083,0.07887368379540166,0.27605789328390584,0,0,0.03943684189770083,0.03943684189770083,0,0.23662105138620498,1.380289466419529,1.656347359703435,0.23809523809523808,32888,0.026,0.082,0.028,0.065,0.263,0.269,0.141,0.012,0.005,54.4,51.5,NA,80.5,81.2,0,0,0,0,0,0.072,NA,0.157,0.877,0.051,0,NA,60.4,0,0,NA,NA,NA,NA,116.6,4,8.1,0,533.4,133.8,22.3,14.8,157.3,608.8,246.1,202.9,106,NA,245.2,254.27913054895086,0.5175950342243155
New Bedford,52357972.7716,2545000,94909,0.52899092815223,0.47100907184776997,0.06141672549494779,0.15849919396474518,0.09549147077727085,0.15099727107018301,0.1250144875617697,0.1318104710828267,0.06672707540907606,0.02331707214278941,0.03355846126289393,0.07317535744766039,0.07999241378583696,0.643437397928542,0.09810450010009589,0.051881275748348415,0.20657682622301363,0.6590418190055738,0.06803359007048858,0.01155844019007681,0.183175462811746,0.029933936718330188,37574,0.4587,2742,5342,0,0.19833422753634297,0.41616208068266014,0.012943357649056539,1.1231013578507036,5.992638570175994e-7,0.2100433046391807,0.04609536122141164,0.284729276325915,0.31997414350355524,0.23581740388463077,0.1054421768707483,0.041539692800197,0.006417951796103057,0.006079354818850617,0.15947917628589897,0.1949501137755995,0.11425364758698092,0.22940516273849607,0.9999527348463708,0.07005441864030046,0.11242765442491845,-1.6062043494022429,3.492453259869065,1.9148755044323909,-1.5796924589574093,-1.8211961303108908,1.1263799577781581,488,5.141767377171817,0.8589141540449007,0.05268204279889157,0.1580461283966747,0.3898471167117976,0.10536408559778314,0.09482767703800482,0.06321845135866988,0.40038352527157595,0,0.2739466225542362,4.456900820786227,4.741383851900241,0.2028688524590164,15602,0.202,0.422,0.295,0.146,0.249,0.258,0.146,0.177,0.019,64.3,53.8,141.2,79,63.7,1.6,1.3,0,NA,0,0.076,0.115,0.265,0.764,0.554,0.006,NA,483.6,2.1,5.3,8.5,11.6,5.3,28.6,375.7,13.7,13.7,2.1,787.8,178.6,49,19,230.3,3122.7,1519.5,438.1,403.4,5.9,547.6,469.48567383401456,1.4065847222113674
Needham,33025305.5766,2544105,29853,0.5133152446990252,0.48668475530097477,0.06913878002210833,0.19954443439520317,0.061233376880045556,0.06709543429471075,0.1358657421364687,0.15485880815998393,0.07446487790171842,0.027400931229692158,0.03410042541788095,0.08880179546444243,0.08749539409774562,0.5829229893143067,0.27548320101832313,0.011456135061802835,0.13013767460556727,0.8528456101564332,0.019529025558570327,0.07242153217432083,0.025391082973235522,0.029812749137440125,132237,0.4497,117,875,0,0.062228106676754304,0.24229241535842633,0.0052186619350798455,1.0547181499070823,2.0601399071307107e-6,0.23779854620976115,0.002449510097980404,0.02044591081783643,0.10257948410317937,0.1280743851229754,0.3228354329134173,0.27284543091381724,0.09663067386522696,0.05658868226354729,0.7489002199560089,0.021717423864203694,0.5632183908045977,0.3505747126436782,0.9999266383396981,0.01106487611121619,0.05575379125780553,1.9552183178351206,-0.7050263947228966,-0.44732557938474893,2.0719705699970543,-0.2201740996427795,-0.07562649416292873,11,0.36847218035038354,-0.7568773258337879,0,0,0.06699494188188791,0,0,0,0.033497470940943956,0,0,0.26797976752755165,0.3349747094094396,0.4545454545454546,44549,0.025,0.062,0.013,0.058,0.262,0.301,0.163,0.007,0.004,61.8,60.6,NA,58.4,75.9,NA,NA,0,0,0,0.064,NA,0.072,0.921,0.045,0,NA,28.1,0,0,0,NA,NA,NA,52.7,0,0,0,507.4,124.1,27.5,11.9,153.6,298.8,70.3,147.7,43.8,NA,213.5,234.12021059698296,0.4343212095315526
New Marlborough,124057616.126,2545420,1481,0.49426063470627957,0.5057393652937204,0.008777852802160702,0.15665091154625252,0.03038487508440243,0.05941931127616475,0.07562457798784605,0.21471978392977717,0.08305199189736664,0.07697501688048616,0.07089804186360567,0.13436866981769074,0.08912896691424713,0.41931127616475355,0.5111411208642809,0.035111411208642807,0.03443619176232275,0.9486833220796759,0.008777852802160702,0.01012829169480081,0.014179608372721135,0.01823092505064146,74688,0.4406,18,41,0,0.06785137318255251,0.28917609046849757,0.006029285099052541,0.9773030707610147,9.984676485083851e-5,0.37137069547602974,0,0.05709487825356843,0.2695214105793451,0.2502099076406381,0.2216624685138539,0.15029387069689337,0.03610411418975651,0.015113350125944584,0.42317380352644834,0.04318181818181818,1,0.3157894736842105,0.9999099619260122,0.029079159935379646,0.049160671462829736,-0.20989701842976674,-0.18493772963082789,-0.7221308221384422,0.053985082028346364,0.5715456456046032,-0.34205459529477683,NA,0,-0.8816075562161318,0,0,0,0,0,0,0,0,0,0,0,NA,25658,0.064,0.223,0.087,0,0.247,0.216,0.199,0.037,0.009,48.1,47.1,0,0,NA,0,0,0,0,0,0,0,NA,0.9,0.6,0,NA,NA,0,0,0,0,0,0,0,0,0,0,424.1,50,0,0,224,788.4,NA,NA,0,0,NA,3.091928175506909,-0.520025984429008
Lowell,37659509.6301,2537000,109349,0.5059305526342261,0.4940694473657738,0.06692333720472982,0.15510887159461906,0.1318073324858938,0.17337149859623774,0.12581733714985963,0.13241090453502088,0.062103905842760335,0.023063768301493384,0.026200513950744863,0.055290857712461935,0.04790167262617857,0.5779751072254891,0.10665849710559767,0.05732105460498038,0.2580453410639329,0.49526744643298065,0.06797501577517856,0.2130609333418687,0.18111733989336895,0.026676055565208644,48002,0.4557,2167,6527,0,0.18927485775156538,0.3800306581101094,0.011337420077779974,1.0240069596120387,4.505233907236303e-7,0.15245681259087876,0.04577041199031943,0.2111751135768572,0.33088016757009214,0.23905628600138698,0.1360516297040633,0.06627793424572229,0.00912860721513792,0.007430261686740167,0.21888843285166365,0.1600033526108457,0.12414876898899947,0.29439497118910424,0.9999671891101608,0.0563018005144327,0.11113192126949534,-1.2138808906702014,2.645682831851316,1.8608685584959013,-1.2116319899452226,-3.1741437532160792,1.1249284102467243,577,5.276682914338494,0.9045839411559802,0.027435093142141216,0.027435093142141216,0.6218621112218676,0.04572515523690203,0.06401521733166284,0.018290062094760813,0.2743509314214122,0.009145031047380407,1.0059534152118446,4.115263971321182,4.691400927306148,0.34835355285961866,17557,0.168,0.349,0.236,0.108,0.269,0.278,0.101,0.16,0.015,68.6,57,80,78,81.3,8.9,8.5,NA,NA,NA,0.091,0.11,0.243,0.831,0.584,0.007,NA,443.5,2.8,10.4,4.7,58.6,4.7,63.4,439.7,8.4,9.4,4.7,890.5,217.9,67.7,15.2,247.1,2069.1,896.5,307.3,242.1,8,435.6,752.034777731532,2.573757596607461
Halifax,44968240.3388,2527795,7684,0.5092399791775117,0.49076002082248826,0.03396668401874024,0.1892243623112962,0.084070796460177,0.10163977095262884,0.11218115564809995,0.21343050494534097,0.06285788651743883,0.017829255596043727,0.03396668401874024,0.068974492451848,0.08185840707964602,0.8463040083289953,0.10137948984903696,0.013014055179593961,0.03930244664237376,0.9429984383133785,0,0.0024726704841228526,0.03709005726184279,0.017438833940655908,64013,0.4132,46,409,0,0.1002805049088359,0.28366058906030855,0.0011976047904191617,1.03765579421904,6.740752162257154e-6,0.202628839146278,0,0.028179597971068945,0.38080030058237835,0.3404095434905129,0.14860041330077023,0.0749577306030434,0.009205335337215856,0.01784707871501033,0.2506105579560398,0.03132648066568772,1,0.609375,0.9999109372158892,0.016129032258064516,0.09201349831271091,-0.6115131405974442,-0.4721960874369136,1.0640010625176617,-1.01510267921306,0.5245825593946704,-0.5595812509519733,11,1.4315460697553357,-0.39701989775646057,0,0,0.39042165538781887,0,0,0,0.2602811035918792,0,0.2602811035918792,1.041124414367517,1.4315460697553357,0.5454545454545454,23738,0.033,0.155,0.06,0.094,0.254,0.253,0.14,0.037,0.009,57.6,56.2,NA,NA,0,NA,NA,0,0,0,0.078,NA,0.091,0.935,0.13,0,NA,64.1,0,0,0,0,0,NA,89.7,0,13.3,0,1077,225.8,68,72.7,280.8,2050.1,768.8,371.6,285.3,NA,266.8,44.256720890778965,-0.34997968530915585
Hamilton,38727001.6296,2527900,8102,0.48111577388299187,0.5188842261170081,0.067390767711676125,0.20822019254505061,0.07294495186373735,0.10133300419649469,0.11219451987163663,0.16613181930387558,0.07393236237965935,0.026413231300913356,0.02863490496173784,0.08368304122438903,0.05912120464082943,0.6352752406813132,0.2535176499629721,0.013083189335966429,0.0981239200197482,0.8847198222661071,0.020735620834361885,0.06442853616391014,0.020488768205381386,0.006911873611453962,109500,0.4535,36,180,0,0.03995601173020528,0.17851906158357772,0.003693823106915658,0.9272121788772598,6.7943885784560844e-6,0.19785238212786965,0.0028419856006062904,0.027093596059113302,0.10932171276998863,0.20291777188328913,0.36832133383857524,0.21845395983327018,0.05305039787798409,0.020841227737779463,0.6606669192876089,0.049085229808121376,0.35454545454545455,0.7090909090909091,0.9999212270044223,0.013196480938416423,0.044820717131474105,1.0998041942073469,-0.0418963082526609,-0.9030227580739859,1.5253353837688735,0.04314023231501356,-0.045725487505571365,NA,0,-0.8816075562161318,0,0,0,0,0,0,0,0,0,0,0,NA,33222,0.053,0.079,0.055,0.065,0.274,0.291,0.121,0.012,0.01,69.1,59.9,NA,NA,142.9,0,0,0,0,0,0.067,0,0.129,0.892,0.315,0,NA,60,0,0,0,NA,0,0,108,0,0,0,568,144.6,0,21.2,140.6,444,NA,156,92.4,NA,223.3,54.184632845513725,-0.30896879773910707
